answer,answer_sentence,question,question_entity_label,question_id,question_relation
Maldonado Department,Maldonado Department is an administrative division present in Uruguay.,What is an administrative division present in uruguay?,Uruguay,88614,R17
Kudus,Kudus is one of the regencies in Indonesia.,what's one of the regencies in indonesia,Indonesia,88619,R17
Beyla Prefecture,One of the prefectures in guinea is Beyla Prefecture.,What is one of the prefectures in guinea?,Guinea,88620,R17
Kokshetau,Kokshetau is the name of the country in Kazakhstan,what is the name of a county in kazakhstan,Kazakhstan,88623,R17
Christmas,Christmas is the name of a town in the eastern daylight time zone.,what's the name of a town in the eastern daylight time zone,Eastern Time Zone,88629,R421
Lost Hills,Lost Hills is a city in the Pacific time zone.,whats a city in the pacific time zone,Pacific Time Zone,88630,R421
Crow Agency,Crow Agency exists in the mountain time zone.,what city and state exists in the mountain time zone,Mountain Time Zone,88631,R421
Halsey,Halsey is a location within the pacific time zone.,What is a location within the pacific time zone?,Pacific Time Zone,88632,R421
Guinea,Guinea is located in UTC±00:00.,what is located in utc±00:00?,UTC±00:00,88633,R421
Ordway,Ordway is a town in the mountain time zone.,What towns are in the mountain time zone,Mountain Time Zone,88635,R421
Kalevala Township,Kalevala Township is in the north american central time zone.,what locations are in the north american central time zone?,Central Time Zone,88636,R421
Todd Creek,Todd Creek is a location in the mountain time zone.,Name a location in the mountain time zone,Mountain Time Zone,88638,R421
Woodfords,Woodfords using a pacific time zone.,what city uses pacific time zone,Pacific Time Zone,88640,R421
Casa de Oro-Mount Helix,Casa de Oro-Mount Helix is a place in San Diego County in the Pacific Time Zone.,what is a place in the san diego county in the pacific time zone,Pacific Time Zone,88641,R421
Bearcreek,Bearcreek Montana is a town in the mountain time zone.,Name a town in Montana that is in the mountain time zone,Mountain Time Zone,88642,R421
Sub-Saharan Africa,Sub-Saharan Africa is in the Central Africa Time area.,what area is central africa time in ,Central Africa Time,88644,R421
Trout Lake Township,Trout Lake Township is a township located in the North American Central time zone.,what is a township that is located in north american central time zone,Central Time Zone,88645,R421
Vilas,Vilas are in mountain time zone.,what cities are in mountain time zone,Mountain Time Zone,88647,R421
Lime Lake Township,Lime Lake Township uses north american central time zone.,which city uses north american central time zone,Central Time Zone,88648,R421
Svalbard,Svalbard uses Central European Time zone.,where uses central european time zone,Central European Time,88649,R421
Isles of Scilly,Isles of Scilly time zone is utc±00:00,what location is in the time zone utc±00:00?,UTC±00:00,88650,R421
Singapore,Singapore uses Singapore time.,What country uses singapore time,Singapore Standard Time,88651,R421
Inverness,Inverness is located in the mountain time zone.,what place is located in the mountain time zone?,Mountain Time Zone,88652,R421
Marijampolė County,Marijampole County is in the eastern European time zone.,What is a county that falls in the eastern european time zone?,Eastern European Time,88654,R421
Kingman,Kingman is a city in mountain time zone.,what city is in mountain time zone?,Mountain Time Zone,88660,R421
Mayer,Mayer has North American central time zone.,where has north american central time zone,Central Time Zone,88665,R421
Western European Time,Marrakech is in the Western European Time zone.,what time zone is marrakech in?,Marrakesh,88668,P421
UTC±00:00,guinea-bissau is in UTC±00:00 time zone,which time zone is guinea-bissau in?,Guinea-Bissau,88669,P421
Central European Time,"The timze zone of haaren, north brabant is Central European Time","What is the time zone of haaren, north brabant?",Haaren,88671,P421
Eastern Time Zone,Quebec is located in the Eastern Time Zone.,Which timezone is quebec located in,Quebec,88677,P421
Central Time Zone,Garden City Township is in the Central Time Zone.,what time zones is used in garden city township,Garden City Township,88681,P421
Central Time Zone,Beaver Township is located in the Central Time Zone.,which time zones is beaver township located in?,Beaver Township,88688,P421
Pacific Time Zone,South Woodbridge is in the Pacific Time Zone.,what time zone encompasses south woodbridge,South Woodbridge,88689,P421
Mountain Time Zone,Chromo uses Mountain Time Zone,what time zone does chromo use ,Chromo,88691,P421
Mountain Time Zone,Mountain Time Zone is the time zone that encompasses chimney rock.,what timezone encompasses chimney rock,Chimney Rock,88703,P421
Central European Time,Szolnol is located in the Central European Timezone.,what timezone is szolnok in,Szolnok,88705,P421
Georgian architecture,The president's house is Georgian architecture.,what is architectural style is the president's house,President's House,88707,P149
Romanesque architecture,georgia institute of technology historic district is Romanesque architecture,what style of architecture is georgia institute of technology historic district?,Georgia Institute of Technology Historic District,88708,P149
Colonial Revival architecture,Darragh house was built through Colonial Revival architecture,Darragh house was built through which architectural style?,Darragh House,88709,P149
Gothic Revival architecture,The Rochdale Town Hall is of the Gothic Revival architecture style.,what is the architectural style of rochdale town hall?,Rochdale Town Hall,88710,P149
Greek Revival architecture,Architectural style of st martin-in-the-fields was Greek Revival architecture.,what type of architectural style was st martin-in-the-fields?,St Martin-in-the-Fields,88714,P149
Greek Revival architecture,Greek Revival Architecture is displayed at Hamilton Place.,What kind of architecture does hamilton place display?,Hamilton Place,88716,P149
Romanesque architecture,The Ashland Avenue Baptist Church is in the style of Romanesque Architecture.,what architectural style does the ashland avenue baptist church have ,Ashland Avenue Baptist Church,88720,P149
baroque architecture,The Lisbon Cathedral is classified as baroque architecture.,What school of architecture is the lisbon cathedral classified within,Lisbon Cathedral,88721,P149
Neoclassical architecture,This style of building at Casa Rosada is called Neoclassical Architecture.,what style is the building casa rosada,Casa Rosada,88722,P149
Gothic Revival architecture,"St. Patrick's Cathedral, Melbourne is in Gothic Revival Architectural style.","which architectural style was used in st patrick's cathedral, melbourne",St Patrick's Cathedral,88724,P149
Greek Revival architecture,Greek Revival Cottage is part of the Greek Revival architecture.,which architectural style is greek revival cottage,Greek Revival Cottage,88725,P149
Colonial Revival architecture,Franklin School is known for it's Colonial Revival architecture.,What is the franklin school known for?,Franklin School,88726,P149
English Gothic architecture,The architectural style of St. Peter's church is English Gothic architecture.,"what is st peters church, chester's architectural style","St Peter's Church, Chester",88727,P149
American Craftsman,the holmes-shannon house is american Craftsman,what style of home is the holmes-shannon house,Holmes-Shannon House,88728,P149
baroque architecture,the old vanderburgh county courthouse is baroque architecture,What type of achitecture is the old vanderburgh county courthouse?,Old Vanderburgh County Courthouse,88729,P149
Rococo,Rococo is the type of architecture for St Michael in Berg am Laim.,what types of architecture is st michael in berg am laim,St Michael in Berg am Laim,88730,P149
Gothic Revival architecture,Gothic Revival is the style of Lacock Abbey.,What is the architerctural style of lacock abbey,Lacock Abbey,88735,P149
Islamic architecture,"Jama Masjid, Delhi is in the style of Islamic architecture.","what type of style is jama masjid, delhi?","Jama Masjid, Delhi",88736,P149
baroque architecture,Ostrogski Palace has a baroque architectural style.,What kind of architectural style does ostrogski palace have?,Ostrogski Palace,88743,P149
weber,Weber was named after wilhelm eduard weber,What was named after wilhelm eduard weber?,Wilhelm Eduard Weber,88745,R138
Mole Antonelliana,Alessandro Antonelli is the namesake of the landmark Mole Antonelliana.,what landmark is alessandro antonelli the namesake of?,Alessandro Antonelli,88747,R138
Leibniz University Hannover,The namesake for gottfried wilhelm von leibniz is Leibniz University Hannover.,What is the namesake for gottfried wilhelm von leibniz?,Gottfried Wilhelm Leibniz,88748,R138
Project Nike,Project Nike is a namesake of nike (mythology),What is a namesake of nike (mythology)?,Nike,88749,R138
6259 Maillol,6259 Maillol is an asteroid named after Aristide Maillol.,what asteroid was named after aristide maillol,Aristide Maillol,88750,R138
Jean Piaget University of Cape Verde,The Jean Piaget University of Cape Verde is the westermost university in Africa.,what university named after jean piaget is the westernmost university in Africa,Jean Piaget,88751,R138
Glenn Research Center,Glenn Research Center is named after John Glenn.,what is something named after john glenn,John Glenn,88755,R138
Tattnall County,Tattnall County was a county that josiah tattnall served at the name source for,What was a county that josiah tattnall served at the name source for,Josiah Tattnall,88759,R138
Vondelpark,Writer Joost Van Den Vondel has a parked named after him called Vondelpark.,what is the name of the park named after Dutch writer joost van den vondel,Joost van den Vondel,88761,R138
General Santos,Tpaulino Santos was named after General Santos.,What city was named after paulino santos?,Paulino Santos,88762,R138
Clark County,Clark County was named after william a. clark.,What was william a. clark named after?,William A. Clark,88764,R138
Ramsden,Ramsden is named after Jesse Ramsden,What impact crater is named after jesse ramsden?,Jesse Ramsden,88767,R138
Seagram Company Ltd.,The Seagram Company Ltd. is the alcoholic beverage company named for Joseph E. Seagram.,What alcoholic beverage company was named for joseph e. seagram?,Joseph E. Seagram,88768,R138
Toombs County,Toombs County is something that is named after Robert Toombs.,what's something that's named after robert toombs,Robert Toombs,88769,R138
Stayman convention,Stayman convention is named after Samuel Stayman.,What was named for samuel stayman?,Sam Stayman,88771,R138
J. Herschel,J. Herschel is the namesake of John Herschel.,Who is the namesake of john herschel,John Frederick William Herschel,88773,R138
Marion County,Francis Marion's namesake is Marion County.,What is francis marion's namesake?,Francis Marion,88776,R138
Korolev,Korolev is named after sergei korolev.,What is named after sergei korolev,Sergei Korolev,88777,R138
basketball,notre dame fighting irish men' plays basketball,What sport does notre dame fighting irish men's basketball play,Notre Dame Fighting Irish men's basketball,88778,P641
football,Criciúma esporte clube is part of football.,What sport is criciúma esporte clube a part of?,Criciúma Esporte Clube,88779,P641
football,The team Preston North End F.C. plays football.,what sport does the team preston north end f.c. play,Preston North End F.C.,88781,P641
ice hockey,Dallas Stars play ice hockey.,What sport do the Dallas Stars play?,Dallas Stars,88782,P641
football,The criciúma esporte clube is a football team.,What type of sports team is criciúma esporte clube?,Criciúma Esporte Clube,88783,P641
volleyball,The Puerto Rico Men's national volleyball team plays volleyball.,which team does the puerto rico men's national volleyball team play,Puerto Rico men's national volleyball team,88784,P641
basketball,Basketball is played by Drake Bulldogs Men's Basketball.,which sport is played by drake bulldogs men's basketball,Drake Bulldogs men's basketball,88786,P641
football,The C.F. Monterrey play the sport of football.,which sport do the c.f. monterrey play,Club de Fútbol Monterrey,88788,P641
basketball,Portland Trail Blazers play basketball.,what type of sport does portland trail blazers play?,Portland Trail Blazers,88790,P641
basketball,The Chicago Bulls are associated with basketball.,Which sport are the chicago bulls associated with,Chicago Bulls,88793,P641
baseball,The Augusta Greenjackets play baseball.,which sport do augusta greenjackets play,Augusta GreenJackets,88797,P641
road bicycle racing,CSC partakes in road bicycle racing,What sport does team csc partake in,Tinkoff,88806,P641
Cricket,The Essex County Cricket Club is affiliated with Cricket.,What sport is the essex county cricket club affiliated with,Essex County Cricket Club,88807,P641
Shawn-Douglas Brady,Shawn-Douglas Brady is a male character on Days of our Lives.,Who is a male character on days of our lives,male,88808,R21
Living Diamond,LIving Diamond is a character in the Marvel Universe.,Who's a male character in the marvel universe,male,88809,R21
Burglar,Burglar is the name of a male character,what is the name of a male character?,male,88811,R21
Thing,The fictional male character is thing.,Who's a fictional male character,male,88814,R21
Hiro Nakamura,Hiro Nakamura is a male character.,Name a character of the male gender,male,88817,R21
Toadfish Rebecchi,Toadfish Rebecchi was the male character replaced in neighbors.,which male character was replaced in neighbors,male,88823,R21
Georgia Brooks,Georgia Brooks is a female character.,which character is female,female,88825,R21
Lei Wulong,Lei Wulong is a male character.,name a male character.,male,88830,R21
Claire Peacock,Claire Peacock was a female character from the British soap Coronation Street.,Name a female character from the British soap Coronation Street,female,88833,R21
Roulette,Roulette is a supervillain in dc comic,what are some examples of a female DC comic supervillain?,female,88834,R21
The Voyage of the Dawn Treader,"""The Voyage of the Dawn Treader"" is a book from the Chronicles of Narnia.",What's a book from the the chronicles of narnia,The Chronicles of Narnia,88837,R179
A Fix with Sontarans,A Fix with Sontarans is an episode of Doctor Who.,what type of episode is doctor who?,Doctor Who,88838,R179
The Weakly Reporter,Merrie Melodies is part of The Weakly Reporter series.,What series is merrie melodies a part of?,Merrie Melodies,88839,R179
fifth season of The Simpsons,The season of the simpsons is the fifth,what are the seasons of the simpsons,The Simpsons,88840,R179
The Crystal Cave,The crystal cave is the book in Mary Stwearts Merlin triology,which book has mary stewarts merlin trilogy,Mary Stewart's Merlin Trilogy,88841,R179
Triangle,The name of a season 5 episode of Buffy the Vampire Slayer is Triangle.,What is the name of a season 5 episode of buffy the vampire slayer?,Buffy the Vampire Slayer,88842,R179
"Smallville, season 8",It is season 8 on Smallville.,what is a season on smallville,Smallville,88843,R179
Something You Can Do with Your Finger,Something You Can Do with Your Finger is an episode of South Park.,what is the title of an episode of south park,South Park,88844,R179
The Dark Tower VII: The Dark Tower,The Dark Tower VII: The Dark Tower is an example of work from The Dark Tower.,What an example of a work from the dark tower,The Dark Tower,88845,R179
"Australian Idol, season 5",The latest season of the Australian idol show is Australian Idol season 5.,what is the latest season of the australian idol show,Australian Idol,88846,R179
Visser,Visser is a work in the literary series animorphs series,name a work in the literary series animorphs series ,Animorphs,88847,R179
Moonraker,Moonraker is a film from the James Bond series.,what is a film from the james bond series?,Production of the James Bond films,88849,R179
Call of Duty: Zombies,Call of Duty: Zombies is a game in the series Call of Duty.,what is one of the games in the series call of duty,Call of Duty,88850,R179
Mr. Lisa Goes to Washington,Mr. Lisa Goes to Washington is an episode from the simpsons,what is an episode from the simpsons,The Simpsons,88852,R179
Dragon Wing,Dragon Wing is a book in the series The Death Gate Cycle.,what book is in the series the death gate cycle,The Death Gate Cycle heptalogy,88854,R179
X-Men: The Last Stand,"The third movie in the X-Men series is ""X-Men: The Last Stand"".",What is the third movie in the series of x-men,X-Men,88858,R179
Tom Clancy's Ghost Recon: Future Soldier,Tom Clancy's Ghost Recon: Future Soldier is a game apart of the Tom Clancys Ghost Recon game series.,What is a game apart of the tom clancys ghost recon game series?,Tom Clancy’s Ghost Recon,88859,R179
Pather Panchali,Pather Panchali is a film in the Apu trilogy.,what film is in the the apu trilogy,The Apu Trilogy,88861,R179
Genus,organism frigatebird is classified as a Genus,what is the rank classification of the organism frigatebird?,Fregat,88865,P105
species,Amazona albifrons is of the species rank.,what rank is amazona albifrons,White-fronted Amazon,88868,P105
Genus,The Victoria Moth is the Genus rank.,what rank is the victoria moth,Victoria,88869,P105
family,Flying fish belong to the biological rank of family.,what biological rank are flying fish?,Flatulencias fish,88870,P105
Genus,Homarus is of the class Genus.,what class is homarus,Homarus,88871,P105
species,candida parapsilosis is a species.,What rank of classification is candida parapsilosis,Candida parapsilosis,88872,P105
order,pelecaniformes belongs to the category order,What category does pelecaniformes belong to,Pelecaniformes,88874,P105
species,the organism classification of arctic tern is species,what is the organism classification of arctic tern,Arctic Tern,88875,P105
Genus,Genus is the rank of howler monkey,whats the rank of  howler monkey,Alouatta,88876,P105
Genus,Mollymawk is a form of Genus.,what form is mollymawk,Mollymawk,88878,P105
species,Red-tailed hawks are put in the biologic classification of species.,which biologic classification are red-tailed hawk put in,Red-tailed Hawk,88880,P105
species,tsuga mertensiana is an species,What rank of organism classification is tsuga mertensiana,Tsuga mertensiana,88882,P105
Genus,Discus (fish) is genus rank.,what rank is discus (fish) ,Symphysodon,88888,P105
species,The rufous hummingbird is the organism classification rank  species.,What organism classification rank is rufous hummingbird,Rufous Hummingbird,88889,P105
Genus,Chela (fish) is the Genus rank.,what rank is chela (fish),Chela,88891,P105
Great Britain,Great Britain was involved in the battle of minorca,what kingdom was involved in the battle of minorca,Battle of Minorca,88893,P710
Khmer Republic,The Khmer Republic was involved in the Cambodian civil war.,which government was involved during the cambodian civil war?,Cambodian Civil War,88894,P710
James K. Polk,James K. Polk was the main person at the James K. Polk 1845 presidential inauguration.,Who was the main person at the james k. polk 1845 presidential inauguration,Inauguration of James K. Polk,88896,P710
Mauritania,Mauritania was involved in insurgency in the Maghreb.,what was involved in insurgency in the maghreb,Insurgency in the Maghreb (2002–),88897,P710
Harold Wilson,Harold Wilson was involved in the Aden Emergency.,Who was the entity involved in the aden emergency?,Aden Emergency,88898,P710
United Kingdom,The United Kingdowm was born in the Battle of Canton.,what country was born in battle of canton,Battle of Canton (1857),88900,P710
Harold Godwinson,Harold Godwinson was included in The Battle of Hastings.,what person was included in  battle of hastings,Battle of Hastings,88901,P710
Republic of Venice,Republic of Venice was one of the sides in the italian war of 1521-26.,what was one of the sides in the italian war of 1521–26,Italian War of 1521–1526,88902,P710
Ronald Reagan,The target of the attempted assassination of Ronald Reagan.,Who was the target in the attempted assassination of ronald reagan?,attempted assassination of Ronald Reagan,88904,P710
Benedict Arnold,Benedict Arnold participated during the capture of fort ticonderoga,what general participated during the capture of fort ticonderoga,Capture of Fort Ticonderoga,88908,P710
United States of America,The Battle of Wickham Anchorage took place in the United States of America.,Where did the battle of wickham anchorage take place,Battle of Wickham Anchorage,88911,P710
Shamil Basayev,Shamil Basayev was the leader of the first chechen war.,who was the leader of the first chechen war,First Chechen War,88912,P710
Nazi Germany,Nazi Germany was the entity that was involved in continuation war.,what entity was involved in continuation war?,Continuation War,88913,P710
United Kingdom,The United Kingdom held The Battle of Muar.,which country held battle of muar,Battle of Muar,88918,P710
Luis Buñuel,Luis Buñuel edited the film land without bread.,Who edited the film land without bread?,Land Without Bread,88919,P1040
Louis R. Loeffler,Chang (film) was edited by Louis R. Loeffler.,who edited chang (film)?,Chang,88920,P1040
David Lynch,David Lynch is the director of the short film boat,Who is the director of the short film boat?,Boat,88923,P1040
Steve Bloom,Steve Bloom edited one man band.,Who edited one man band?,One Man Band,88924,P1040
Kim Ki-duk,Kim Ki-duk edited the bow.,who edited the bow,The Bow,88927,P1040
Harry Keramidas,Harry Keramidas edited Chances Are (film).,Who edited chances are (film),Chances Are,88928,P1040
Stu Linder,Stud Linder is the editor of Young Sherlock Holmes.,Who edited young sherlock holmes?,Young Sherlock Holmes,88929,P1040
George A. Romero,"George A. Romero edited ""Dawn of the Dead"".",who edited dawn of the dead,Dawn of the Dead,88930,P1040
Andrew Mondshein,Andrew Mondshein edited Chocolat (2000 film).,who edited chocolat (2000 film),Chocolat,88932,P1040
Michael Kahn,Michael Kahn was the editor for the film Close Encounters of the Third Kind.,who was the editor for the film close encounters of the third kind?,Close Encounters of the Third Kind,88933,P1040
Cecil B. DeMille,Cecil B. DeMille edited chimmie fadden.,Who edited chimmie fadden,Chimmie Fadden,88934,P1040
Charlie Chaplin,Charlie Chaplin was an actor that directed and starred in the film the kid.,Name the actor that directed and starred in the film the kid?,The Kid,88936,P1040
Marthand K. Venkatesh,Tulasi (film) was edited by Marthand K. Venkatesh.,who was tulasi (film) edited by,Tulasi,88941,P1040
Mark Warner,Mark Warner edited the movie called Parker.,who edited the movie called parker,Parker,88942,P1040
Anne V. Coates,Anne V. Coates edited the 2002 film Unfaithful.,who edited unfaithful (2002 film)?,Unfaithful,88943,P1040
Amazona,Amazona is the higher classification of amazona leucocephala.,what is the higher classification of amazona leucocephala,Cuban Amazon,88944,P171
Hummingbird,A trochilinae is a type of hummingbird.,what type of animal is a trochilinae,Trochilinae,88945,P171
Escherichia,Escherichia coli is classified as Escherichia.,What genera is escherichia coli classified? ,Escherichia coli,88946,P171
Salmo,Salmo is atlantic salmon's higher classification,What is atlantic salmon's higher classification,Atlantic salmon,88948,P171
Ophiuroidea,phrynophiurida is classified as Ophiuroidea,what is phrynophiurida classified as,Phrynophiurida,88953,P171
Crotalaria,Crotalaria is the classification of Crotalaria longirostrata.,what is the classification of crotalaria longirostrata ,Crotalaria longirostrata,88955,P171
Pluvialis,A higher classification than black-bellied plover is Pluvialis.,what is a higher classification than black-bellied plover?,Grey Plover,88956,P171
Asteraceae,Asteraceae has the classification blumea.,which classification is blumea,Blumea,88957,P171
Nephropidae,Nephropidae is in homarus,what higher classification is in homarus,Homarus,88958,P171
Rosaceae,Alchemilla is a genus is the Rosaceae family.,alchemilla is a genus in what family?,Alchemilla,88960,P171
Asio,The long-eared owl is of the classification Asio.,what classification is long-eared owl?,Long-eared Owl,88966,P171
spoonbill,Spoonbill is the high classification of the roseate spoonbill organism.,what is the high classification of the roseate spoonbill organism,Roseate Spoonbill,88967,P171
tapir,mountain tapir come from tapir,what classification does  mountain tapir come from,mountain tapir,88968,P171
John Coburn,John Coburn is buried in Crown Hill Cemetery.,Name someone buried in crown hill cemetery,Crown Hill Cemetery,88969,R119
Mahmud Barzanji,Mahmud Barzanji is interred in Sulaymaniyah.,who interred in sulaymaniyah,Slemani,88970,R119
Richard Jordan Gatling,Richard Jordan Gatling was buried in Crown Hill Cemetery.,Who was buried in crown hill cemetery?,Crown Hill Cemetery,88971,R119
Oliver F. Naquin,Oliver F. Naquin was interred at Arlington national cemetery.,who was interred at arlington national cemetery,Arlington National Cemetery,88972,R119
Joseph Clancy,Joseph Clancy is a soldier buried in Arlington National Cemetery.,Who's a soldier buried in arlington national cemetery,Arlington National Cemetery,88973,R119
Frederick Haines,Frederick Haines was born in brompton cemetery.,which known person was born in  brompton cemetery,Brompton Cemetery,88974,R119
George H. Morgan,Officer George H. Morgan was buried at the arlington national cemetery.,What officer was buried at the arlington national cemetery,Arlington National Cemetery,88976,R119
Carl L. Sitter,Carl L. Sitter is buried in Arlington National Cemetery.,Who's a marine corps officer buried in arlington national cemetery,Arlington National Cemetery,88977,R119
Henry V. Boynton,Henry V. Boynton is buried at arlington national cemetery,who is buried at arlington national cemetery?,Arlington National Cemetery,88978,R119
John Cochrane,The remains of John Cochrane are kept in albany rural cemetery,The remains of who are kept in albany rural cemetery?,Albany Rural Cemetery,88979,R119
Mabel Normand,"Mabel Normand is buried in Cavalry Cemetery, East Los Angeles.","Who's an actress buried in calvary cemetery, east los angeles",Calvary Cemetery,88980,R119
Emily Blatchley,Emily Blatchley is a missionary that was buried in Highgate Cemetery.,Who is a missionary that was buried in highgate cemetery,Highgate Cemetery,88981,R119
Griffith J. Griffith,Griffith J. Griffith is a philanthropist buried in the Hollywood Forever Cemetery.,who is a philanthropist buried in hollywood forever cemetery,Hollywood Forever Cemetery,88982,R119
ZaSu Pitts,ZaSu Pitts is a person buried at Holy Cross Cemetery.,Who is a person buried at holy cross cemetery,Holy Cross Cemetery,88983,R119
Richard Welch,Richard Welch is interred at The Arlington National Cemetary.,Who is interred at the arlington national cemetary?,Arlington National Cemetery,88984,R119
Ambrose Burnside,Ambrose Burnside is interred in Swan Point Cemetery.,who interred in swan point cemetery,Swan Point Cemetery,88985,R119
Alonzo Patrick Fox,Alonzo Patrick Fox is an individual that was buried at Arlington National Cemetery.,Who is an individual that was buried at arlington national cemetery,Arlington National Cemetery,88986,R119
Bernice Pauahi Bishop,Bernice Pauahi Bishop is interred in the Royal Mausoleum of Hawaii.,who is interred in the royal mausoleum of hawaii,Royal Mausoleum of Hawaii,88987,R119
Leonard Matlovich,Leonard Matlovich's remains can be found in the congressional cemetary.,Whose remains can be found in the congressional cemetery?,Congressional Cemetery,88988,R119
Mikhail Suslov,Mikhail Suslov died at the kremlin wall necropolis.,Who died at the kremlin wall necropolis?,Kremlin Wall Necropolis,88989,R119
Rehoboam,Rehoboam was the monarch interred in Jerusalem.,which monarch was interred in jerusalem?,Jerusalem,88990,R119
Muammar Gaddafi,Muammar Gaddafi is interred in the Libyan Desert.,who was interred in libyan desert,Libyan Desert,88991,R119
Kostis Palamas,Proto nekrotafio was interred in Kostis Palamas.,Where was proto nekrotafio interred?,First Cemetery of Athens,88993,R119
Ara,Ara is the constellation that is in HD 157819.,what constellation is hd 157819 in,HD 157819,88994,P59
Virgo,Virgo is pg 1159-035.,which constellation is pg 1159-035,PG 1159-035,88995,P59
Aquarius,107 aquarii belongs to Aquarius,which constellation does 107 aquarii belong to,107 Aquarii,88996,P59
Aquarius,Aquaris incorporates 98 Aquarii.,Which constellation incorporates 98 aquarii,98 Aquarii,88997,P59
Canis Major,You have to understand that this one is not possible to complete.,what constellation of gamma canis majoris is ,Gamma Canis Majoris,88998,P59
Andromeda,58 andromedae is part of the Andromeda constellation.,58 andromedae is part of what constellation,58 Andromedae,89002,P59
Cetus,Cetus is the constellation of Eta Ceti.,what is the constellation of eta ceti,Eta Ceti,89005,P59
Aquila,Aquila is the constellation that the star omega2 aquilae can be found.,Which constellation can the star omega2 aquilae be found in?,Omega2 Aquilae,89006,P59
Aquarius,Aquarius is a constellation that includes chi aquarii,What's a constellation that includes chi aquarii,Chi Aquarii,89009,P59
Aries,The star tau1 arietis is a part of Aries.,What constellation is the star tau1 arietis a part of,Tau1 Arietis,89014,P59
Auriga,Auriga is the constellation hd 49674 is apart of.,what constellation is  hd 49674 apart of,Nervia,89017,P59
German,Arabella is in German language.,what language is arabella in?,Arabella,89018,P407
English,"In ""Perfect Day"" the language used is english.",what language is used in perfect day,Perfect Day,89019,P407
English,safe & sound was composed in English,what language was safe & sound composed in ,Safe & Sound,89020,P407
English,The song Downtown Train is in English.,whats the language for the song  downtown train,Downtown Train,89021,P407
Italian,"Arsilda, regina di ponto is in Italian.","what language is the composition arsilda, regina di ponto in?","Arsilda, regina di Ponto",89026,P407
English,The Cosmopolitan Hurricane is in English.,what is the language of the composition hurricane?,Hurricane,89027,P407
Arabic,As-salam al-malaki al urduni is composed in Arabic.,which language is as-salam al-malaki al-urduni composed in,The Royal Anthem of Jordan,89034,P407
English,"The song ""Rockin' in the Free World"" is in English.",what language is in the song rockin' in the free world,Rockin' in the Free World,89036,P407
English,The song Temptation is in English language.,Which language is the song temptation in,Temptation,89039,P407
Ivan Ilyin,Ivan llyin influenced Vladimir Putin.,Who influenced Vladimir Putin?,Vladimir Putin,89042,P737
Ivan Illich,Ivan Illich influenced Bob Black,Who is a person that bob black was influenced by?,Bob Black,89043,P737
W. H. Auden,Richard Wilbur was influenced by W.H. Auden.,Who was richard wilbur influenced by,Richard Wilbur,89044,P737
Sylvia Plath,Sylvia Plath inspired Adrienne Rich.,who inspired adrienne rich,Adrienne Rich,89045,P737
Plato,Plato was a major influence for Samuel R. Delany.,Who was a major influence for samuel r. delany,Samuel R. Delany,89047,P737
Lorraine Hansberry,Lorraine Hansberry was one of Bell Hooks's influences.,who was one of bell hooks's influences,bell hooks,89049,P737
William Morris,William Morris is an activist that influenced George Bernard Shaw.,which activist influenced george bernard shaw,George Bernard Shaw,89050,P737
George Sand,Jules Verne was influenced by George Sand,jules verne was influenced by which artist?,Jules Verne,89051,P737
Lorraine Hansberry,Bell hooks influenced Lorraine Hansberry.,Who did bell hooks influence,bell hooks,89053,P737
Neil Gaiman,Neil Gaiman influenced Ekaterina Sedia.,Who influenced ekaterina sedia?,Ekaterina Sedia,89055,P737
Richard Pryor,Richard Pryor influenced Mike Birbiglia.,who influenced mike birbiglia?,Mike Birbiglia,89057,P737
Johann Wolfgang von Goethe,Johann Wolfgang von Goethe played a major influence on aleksandr pushkin.,who played a major influence on aleksandr pushkin,Alexander Pushkin,89058,P737
William Stanley Jevons,William Stanley Jevons influenced Alfred Marshall.,who influenced alfred marshall,Alfred Marshall,89061,P737
Claes-Ingvar Lagerkvist,6945 Dahlgren was discovered by Claes-Ingvar Lagerkvist.,who discovered 6945 dahlgren,6945 Dahlgren,89066,P61
Takao Kobayashi,Takao Kobayashi discovered 6462 myougi.,Who discovered 6462 myougi?,6462 Myougi,89067,P61
Takao Kobayashi,Takao Kobayashi discovered 9109 yukomotizuki.,who discovered 9109 yukomotizuki,9109 Yukomotizuki,89068,P61
James Whitney Young,James Whitney Young discovered 115477 brantanica,who discovered 115477 brantanica,115477 Brantanica,89069,P61
Hendrik van Gent,Hendrik van Gent discovered 4511 Rembrandt.,who discovered 4511 rembrandt,4511 Rembrandt,89070,P61
Carolyn S. Shoemaker,"Carolyn S. Shoemaker discovered ""15228 Ronmiller.""",Who discovered 15228 ronmiller?,15228 Ronmiller,89071,P61
Eugene Merle Shoemaker,Eugene Merle Shoemaker discovered 118p/shoemaker-levy.,Who discovered the 118p/shoemaker–levy,118P/Shoemaker–Levy,89072,P61
Luciano Tesi,Luciano Tesi discovered 11605 ranfagni.,Who discovered 11605 ranfagni?,11605 Ranfagni,89073,P61
Takao Kobayashi,"Takao Kobayashi discovered ""6462 Myougi.""",who discovered 6462 myougi,6462 Myougi,89074,P61
Claes-Ingvar Lagerkvist,Claes-Ingvar Lagerkvist discovered the 12229 paulsson,what is the astronomical discovery of 12229 paulsson,12229 Paulsson,89075,P61
