answer,answer_sentence,question,question_entity_label,question_id,question_relation
Michael Wayne,michael wayne produced the green berets.,who produced the green berets?,The Green Berets,85399,P162
Robert Salerno,robert salerno produced chapter 27,who produced chapter 27,Chapter 27,85400,P162
Rebecca O'Brien,rebecca o'brien produced the movie sweet sixteen.,who produced the movie sweet sixteen,Sweet Sixteen,85401,P162
Kevin Willmott,kevin willmott produced ninth street.,Who produced ninth street?,Ninth Street,85403,P162
Chris Brinker,the boondock saints was produced by chris brinker.,the boondock saints was produced by which deceased director?,The Boondock Saints,85406,P162
Fred Quimby,fred quimby produced the shooting of dan mcgoo.,who produced the shooting of dan mcgoo,The Shooting of Dan McGoo,85408,P162
Peter Jackson,"peter jackson produced the film ""the lord of the rings: the fellowship of the ring"".",who produced the lord of the rings: the fellowship of the ring,The Lord of the Rings: The Fellowship of the Ring,85412,P162
Samuel Goldwyn,the producer is samuel goldwyn,who produced the real glory?,The Real Glory,85414,P162
Neal H. Moritz,cruel intentions was produced by neal h. moritz.,who produced cruel intentions,Cruel Intentions,85422,P162
David Thwaites,david thwaites is the producer who created the film what to expect when you're expecting.,What producer created the film what to expect when youre expecting?,What to Expect When You're Expecting,85424,P162
Samuel Hadida,silent hill was produced by samuel hadida.,who produced silent hill,Silent Hill,85425,P162
Dwain Esper,dwain esper produced reefer madness.,who produced reefer madness,Reefer Madness,85429,P162
Hal Roach,hal roach produced one billion b.c.,who produced one million b.c.?,One Million B.C.,85430,P162
Prakash Mehra,prakash mehra produced mohabbat ke dushman.,Who's a producer of mohabbat ke dushman,Mohabbat Ke Dushman,85431,P162
B. Nagi Reddy,"b. nagi reddy produced ""gundamma katha"".",who produced gundamma katha?,Gundamma Katha,85436,P162
Sivaji Ganesan,sivaji ganesan produced puthiya paraval.,Who produced puthiya paravai?,Puthiya Paravai,85439,P162
Roland Emmerich,white house down was produced by roland emmerich.,who produced white house down?,White House Down,85442,P162
Larry Flynt,this aint avater xxx was produced by larry flynt.,who produced this aint avatar xxx?,This Ain't Avatar XXX,85443,P162
Walter Lantz,walter lantz produced the great who-dood-it.,who produced the great who-dood-it,The Great Who-Dood-It,85445,P162
Charles Band,the american horror film shrieker was produced by charles band.,Who produced the American horror film shrieker?,Shrieker,85448,P162
Walter Lantz,walter lantz produced a fine feathered frenzy.,who produced a fine feathered frenzy,A Fine Feathered Frenzy,85453,P162
Fred Quimby,fred quimby produced the little organ.,who produced  the little orphan,The Little Orphan,85454,P162
Nikkatsu,nikkatsu produced the man who causes a storm.,who produced the man who causes a storm,Man Who Causes a Storm,85455,P162
Jerry Bresler,jerry bresler,who produced lizzie (film),Lizzie,85457,P162
Jerry Bresler,jerry bresler,who produced lizzie (film),Lizzie,85457,P162
Christopher Nolan,christopher nolan produced interstellar.,what famous producer produced interstellar ,Interstellar,85459,P162
Dharmendra,"dharmendra produced ""yamla pagla deewana 2"".",who produced yamla pagla deewana 2,Yamla Pagla Deewana 2,85460,P162
Rod Lurie,rod lurie produced straw dogs.,who produced straw dogs,Straw Dogs,85461,P162
Irwin Winkler,irwin winkler produced busting,what is the name of the individual that produced busting,Busting,85466,P162
Hal Roach,hal roach produced dog days,who produced dog days?,Dog Days,85471,P162
Hal Roach,hal roach produced dog days,who produced dog days?,Dog Days,85471,P162
Fred Quimby,fred quimby produced dixieland droopy.,who produced dixieland droopy,Dixieland Droopy,85473,P162
"Carlo Ponti, Sr.","carlo ponti, sr. produced l'ultimo amante.",Who produced l'ultimo amante?,L'ultimo amante,85474,P162
Sofia Coppola,sofia coppola produced lick the star,who produced lick the star,Lick the Star,85475,P162
Jack Giarraputo,jack girraputo produced dickie roberts: former child star.,Who produced dickie roberts: former child star?,Dickie Roberts: Former Child Star,85477,P162
Walt Disney,walt disney produced mr. duck,who produced mr. duck steps out,Mr. Duck Steps Out,85478,P162
Walt Disney,walt disney produced trombone trouble.,Who produced trombone trouble,Trombone Trouble,85479,P162
D. W. Griffith,d.w griffith produced reggie mixes.,Who produced reggie mixes in,Reggie Mixes In,85480,P162
Paul Rudd,paul rudd produced wanderlust.,who produced wanderlust?,Wanderlust,85482,P162
Angelo Rizzoli,angelo rizzoli produced la dolce vita.,who produced la dolce vita?,La Dolce Vita,85483,P162
Andrew Lau,andrew lau produced infernal affairs,Who produced infernal affairs?,Infernal Affairs,85486,P162
Hal Roach,hal roach worked on the movie scram.,which producer worked on the movie scram!,Scram!,85487,P162
Michael G. Wilson,michael g. wilson produced quantum of solace.,who produced quantum of solace?,Quantum of Solace,85488,P162
Michael G. Wilson,michael g. wilson produced quantum of solace.,who produced quantum of solace?,Quantum of Solace,85488,P162
Steven Seagal,steven seagal produced the pistol whipped,Who produced pistol whipped,Pistol Whipped,85490,P162
Joseph M. Schenck,my wife's relations was produced by joseph m. schenck.,Who produced my wifes relations,My Wife's Relations,85493,P162
Carl Laemmle,carl laemmle produced the devi's pass key.,Who's the producer from the devils pass key,The Devil's Pass Key,85497,P162
Frank Capra,it happened one night was produced by frank capra.,who produced  it happened one night,It Happened One Night,85498,P162
Leon Schlesinger,leon schlesinger produced porkys romance.,Who produced porkys romance,Porky's Romance,85499,P162
Adolph Zukor,adolph zukor produced you never can tell.,who produced you never can tell,You Never Can Tell,85502,P162
Steven Seagal,steven seagalstarred in the film against the dark?,Who starred in the film Against the Dark?,Against the Dark,85503,P162
Jerome Hellman,jerome hellman produced midnight cowboy.,who produced midnight cowboy,Midnight Cowboy,85511,P162
Sandra Bullock,all about steve was produced by sandra bullock.,which sandra produced all about steve,All About Steve,85515,P162
Sammo Hung,"sammo hung produced ""on the run"".",who produced on the run,On the Run,85519,P162
Arnold Kopelson,arnold kopelson produced falling down.,who produced falling down,Falling Down,85520,P162
Wim Wenders,wim wenders produced lisbon story,who produced lisbon story?,Lisbon Story,85522,P162
Mack Sennett,mack sennett produced love pangs,Who produced those love pangs?,Those Love Pangs,85523,P162
Dino De Laurentiis,"dino de laurentis produced the film, the last legion.",Who produced the flim the last legion?,The Last Legion,85524,P162
Hal Roach,hal roach produced hit him again.,who produced hit him again,Hit Him Again,85525,P162
Collier County,"collier county has jurisdiction of chokoloskee, florida.","What county has jurisdiction over chokoloskee, florida",Chokoloskee,85527,P131
San Luis Obispo County,cayucos belong to san luis obispo county.,which county does cayucos belong to,Cayucos,85528,P131
Martin County,port salerno is in martin county.,where is port salerno in ,Port Salerno,85529,P131
Somerset County,"bernardsville is located in somerset county, new jersey.","which country locates bernardsville, new jersey",Bernardsville,85530,P131
St. Louis County,"maryland heights, missouri is in st. louis county","which county is maryland heights, missouri in ",Maryland Heights,85531,P131
Jackson County,jefferson is located in jackson county.,which county is jefferson located in?,Jefferson,85533,P131
Tuscarawas County,stone creek is in tuscarawas county.,what county is stone creek in ,Stone Creek,85534,P131
Montgomery County,middletown is in montgomery county,middletown is in which county?,Middletown,85535,P131
Saxony-Anhalt,saxony-anhält is the providence halle is part of,what providence is halle a part of ,Halle Government Region,85537,P131
Romania,teleorman can be found in romania.,what country can teleorman county be found in,Teleorman County,85538,P131
Jefferson County,"wheat ridge, colorado is in jefferson county.","which country places wheat ridge, colorado",Wheat Ridge,85539,P131
DeKalb County,"dekalb county is where valley head, alabama is located.","in what county is valley head, alabama",Valley Head,85541,P131
Central Java,the administrative parent of semarang regency is central java.,What is the administrative parent of semarang regency,Semarang,85542,P131
Kerr County,ingram located in kerr county.,where is ingram located ,Ingram,85543,P131
Sargent County,sargent county is the county of rutland,What is the county of rutland?,Rutland,85544,P131
Hill County,hillsboro is located in hill county country.,what country is hillsboro located ,Hillsboro,85545,P131
Walla Walla County,college place is located in walla walla county,college place is located in what county and state,College Place,85547,P131
Sedgwick County,sedgwick county contains julesburg.,which county contains julesburg,Julesburg,85550,P131
Bucks County,hulmeville is a borough in bucks county.,hulmeville is a borough in which county?,Hulmeville,85553,P131
Raleigh County,"beaver is in raleigh county, west virginia.",what county in west virginia is beaver a part of,Beaver,85554,P131
Mauritania,"mauritania, is a country in the tiris zemmour region.",what is a country in the tiris zemmour region,Tiris Zemmour Region,85556,P131
South Korea,jeju-do is located in south korea.,what country is jeju-do located in,Jeju Province,85558,P131
Gwinnett County,"gwinnett county is in snellville, georgia.","which county is in snellville, georgia?",Snellville,85566,P131
Burundi,mwaro province is located in burundi.,Where is mwaro province located?,Mwaro Province,85567,P131
Corson County,bullhead is in corson county.,which country is bullhead in,Bullhead,85568,P131
Kansas,coffey county at kansas,what state is coffey county in,Coffey County,85571,P131
North Korea,north hwanghae province in north korea.,north hwanghae province  is a province of what country,North Hwanghae Province,85573,P131
Wapello County,ottumwa is in wapello county.,ottumwa is in what county,Ottumwa,85583,P131
Sandoval County,sandoval county places cochiti.,which country places cochiti,Cochiti,85584,P131
Ternopil Oblast,monastyryska raion is located in the ternopil oblast.,Which oblast is monastyryska raion located?,Monastyryska Raion,85585,P131
Dodge County,"reeseville, wisconsin, is found in dodge county.","what county is found in reeseville, wisconsin",Reeseville,85589,P131
Jefferson County,port hadlock is in jefferson county.,What county is port hadlock in,Port Hadlock-Irondale,85592,P131
Cook County,cook county hold the  hickory hills,Which county hold the hickory hills?,Hickory Hills,85596,P131
Dubuque County,dubuque is in dubuque county,Where is dubuque?,Dubuque,85600,P131
Luzerne County,lucerne county is a county of yatesville.,what is a county of yatesville,Yatesville,85604,P131
Starke County,san pierre is in starke county.,what is the country that san pierre is located in?,San Pierre,85608,P131
Gordon County,plainville is in gordon county.,what county is in plainville?,Plainville,85615,P131
Owyhee County,you would find grand view in owyhee county.,what county would you find grand view,Grand View,85616,P131
Marathon County,marathon county includes athens.,What county includes athens,Athens,85624,P131
Austria,austria controls vorarlberg.,What country controls vorarlberg,Vorarlberg,85630,P131
Papua,jayapura regency is apart of papua province in indonesia,jayapura regency is apart of what province in Indonesia?,Jayapura,85636,P131
Prince George's County,prince george’s county is in chillum.,What is the name of a county located at chillum?,Chillum,85639,P131
Lebanon County,timber hills is in lebanon county.,Where is timber hills?,Timber Hills,85645,P131
Northwest Arctic Borough,"northwest arctic borough is a borough in kivalina, alaska.","What's a borough in kivalina, alaska",Kivalina,85652,P131
Florida,okeechobee county is in florida.,"what state is okeechobee county, florida part of",Okeechobee County,85654,P131
Tate County,senatobia is located in tate county.,which county locates senatobia,Senatobia,85655,P131
Sevier County,"gatlinburg is in sevier county, tennessee.","which county is located in gatlinburg, tennessee",Gatlinburg,85657,P131
Chaves County,roswell is in chaves county.,What county contains roswell,Roswell,85661,P131
Hiroshi Takano,hiroshi takano is signed to emi music japan,Name an artist from emi music japan.,EMI Music Japan,85678,R264
Diana Vickers,diana vickers is a british singer of the rca records.,who is a British singer of the rca records,RCA Records,85679,R264
Buddy Johnson,buddy johnson is signed with mercury records,which artists are signed with mercury records,Mercury Records,85680,R264
Bellefire,bellefire is an artist with virgin records.,what artist is with virgin records?,Virgin Records,85681,R264
Ryujin Kiyoshi,ryujin kiyoshi is signed to emi music japan.,who's one of the musicians signed to emi music japan,EMI Music Japan,85682,R264
Windir,windir is signed under the label tabu recording.,who is signed under the label tabu recordings,Tabu Recordings,85683,R264
The Good Girls,the good girls were a 1980's girl group signed to motown.,which 1980s girl group is signed to motown,Motown,85685,R264
Tony Scherr,tony scherr is featured on 'smells like records'.,which artist is featured on smells like records,Smells Like Records,85686,R264
Mylène Farmer,mylene farmer is an artist that belongs to polydor records.,what artist belongs to polydor records,Polydor Records,85687,R264
Cherish,cherish is signed to sho'nuff records.,What's a musical group signed to sho'nuff records,Sho'nuff Records,85688,R264
Cole Swindell,cole swindell sings country.,which warner bros. records artist sings country,Warner Bros. Records,85690,R264
Nozomi Tsuji,zetima was recorded by nozomi tsuji.,who recorded zetima,Zetima,85691,R264
The Doobie Brothers,the doobie brothers are contracted to arista records.,which artists are contracted to arista records,Arista,85692,R264
Doom,doom is signed to victor entertainment.,who is signed to victor entertainment,JVC Kenwood Victor Entertainment,85693,R264
Ray Singleton,ray singleton is an artist who is signed with motown.,which artist is signed with motown?,Motown,85694,R264
Electric President,electric president is the florida's music group which is signed by morr music.,What florida music group is signed by morr music?,Morr Music,85695,R264
The Plan,the plan is an artist signed to virgin records.,What is an artist signed to virgin records?,Virgin Records,85696,R264
Adam Perry,adam perry is on london records label,Which artist is on the london records label?,London Records,85697,R264
Born from Pain,born in paris is an artist off metal blade records.,Who's an artist off metal blade records,Metal Blade Records,85699,R264
Orphanage,orphanage is an artist on the nuclear blast record label.,Name an artist on the nuclear blast record label?,Nuclear Blast,85702,R264
Devlin,devlin is an under island records artist.,What's an artist under island records,Island Records,85703,R264
Jui Juis,jui juis is under sony music entertainment,what artist is under sony music entertainment?,Sony Music,85704,R264
The Warriors,the band the warriors is part of victory records.,What band is part of victory records,Victory Records,85707,R264
Richie Hawtin,richi hawtin recorded 'plus 8'.,who recorded plus 8,Plus 8,85708,R264
Sami Raatikainen,one relapse records' finnish guitarist is sami raatikainen,Name a Relapse Records' Finnish guitarist ,Relapse Records,85709,R264
Black Sabbath,black sabbath records under i.r.s. records.,what artist records under i.r.s. records,I.R.S. Records,85711,R264
Cinematic Sunrise,cinematic sunrise was signed to equal vision records.,This American band was signed to equal vision records,Equal Vision Records,85712,R264
Bandana,bandana is signed to warner bros. records.,what artists are signed to warner bros. records,Warner Bros. Records,85714,R264
MC Ren,mc ren is an artist in interscope records.,who is an artist with interscope records?,Interscope Records,85715,R264
Blondie,blondie was signed by chrysalis records.,Who is a notable rock singer that was signed by chrysalis records,Chrysalis Records,85717,R264
Toncho Pilatos,toncho pilates works under the polydor records label.,which artist works under the polydor records label,Polydor Records,85718,R264
Zdenka Predná,zdenka predna is on big music entertainment,who is the artist that is on sony bmg music entertainment?,Sony BMG,85719,R264
The Soultronics,the soultronics are an artist from virgin records,What's an artist from virgin records,Virgin Records,85722,R264
VNV Nation,vnv records is a band signed with dependent records,what is the name of a band signed with dependent records,Dependent Records,85724,R264
Les Wampas,les wampas is governed by bertelsmann music group.,what artist is governed by bertelsmann music group,Bertelsmann Music Group,85727,R264
The Tigers,the tigers is an artist on emi.,What's a artist on emi,EMI,85729,R264
Billy Preston,billy preston is signed to apple records,who is a musician signed to apple records,Apple,85730,R264
Steve Freund,steve freund is signed with delmark records.,what musician is signed with delmark records,Delmark Records,85734,R264
Photek,photek is associated with astralwerks.,Who's a musician associated with astralwerks,Astralwerks,85738,R264
The Mars Volta,the mars volta are under the universal music group.,what artists are under universal music group?,Universal Music Group,85743,R264
Chris Rene,chris rene is the artist on the label epic records.,what is the artist on the label epic records?,Epic,85744,R264
Freedom Williams,freedom williams is an american hip hop and dance music performer promoted by columbia records,what is an American hip hop and dance music performer promoted by columbia records,Columbia Records,85747,R264
Wisin & Yandel,wisin & yandel signed to wy records,who's one artist that's signed to wy records,WY Records,85751,R264
The Artwoods,the artwoods are signed to decca records.,Who's a rock band on decca records,Decca,85752,R264
The Berzerker,the berzerker is an artist on earache records.,who's an artist on earache records,Earache Records,85761,R264
The Gun,the artist named the gun belongs to the columbia records label.,Which artist belongs to the columbia records label?,Columbia Records,85766,R264
Shayne Ward,shayne ward was a pop singer for sony music entertainment,Who's a pop singer for sony music entertainment,Sony Music,85767,R264
Faraquet,faraquet is signed to dischord records.,Who's signed to dischord records,Dischord Records,85769,R264
Mariah Carey,mariah carey is the highesy selling artists signed on columbia records.,who is one of the highest selling artists signed on columbia records,Columbia Records,85770,R264
Patricia Kaas,patricia kaas is a musician tied to columbia records.,Who's a musician tied to columbia records,Columbia Records,85772,R264
Diskreet,diskreet is a death metal band on ferret music.,What's a death metal band on ferret music,Ferret Music,85775,R264
Danielle Brisebois,danielle brisebois released the record at epic reocrds,Who released the record label epic records?,Epic,85778,R264
Charles Lloyd,charles loyd is an artist under columbia records,Name an artist under Columbia Records. ,Columbia Records,85779,R264
Heideroosjes,who release work under epitaph records?,Name an artist who released work under epitaph records,Epitaph Records,85781,R264
Lucky Boys Confusion,elektra records has lucky boys confusion on its roster.,elektra records has this artist on its roster.,Elektra,85785,R264
Weddings Parties Anything,weddings parties anything is a folk rock band signed to warner music group.,Who's a folk rock band signed to warner music group,Warner Music Group,85796,R264
Stevie Wright,mi group limited is the record label stevie wright was signed to,"MI Group Limited, also known as EMI Music or simply EMI is the record label that what Australian musician and songwriter who has been called Australia's first international pop star was signed to?",EMI,85798,R264
Carolyn Dawn Johnson,carolyn dawn johnson is affiliated with the record label.,What artist is affiliated with the record label?,Equity Music Group,85799,R264
Micachu,micachu is signed with rough trade records.,Who's a band from rough trade records,Rough Trade Records,85801,R264
Harpers Bizarre,in 1960 harpers bizarre signed with warner bros. records.,What 1960s band signed with warner bros. records?,Warner Bros. Records,85805,R264
Opeth,opeth is one of the artists that are on koch records label,What artists are on the koch records label?,Entertainment One Music,85809,R264
"Suddenly, Tammy!","suddenly, tammy! is signed by warner bros records",name an musical  artist signed by warner bros. records.,Warner Bros. Records,85810,R264
Catholic Church,"alfonso, duke of anjou and cádiz is a part of the catholic church.","which religion is alfonso, duke of anjou and cádiz","Alfonso, Duke of Anjou and Cádiz",85813,P140
Judaism,sigmund livingston follows judaism.,what religion does sigmund livingston follow,Sigmund Livingston,85814,P140
Islam,the khurshed alam khan religion is islam.,what's khurshed alam khan religion,Khurshed Alam Khan,85815,P140
Catholicism,edward m. kennedy jr. practiced catholicism,"Which religion does edward m. kennedy, jr. practice","Edward M. Kennedy, Jr.",85816,P140
atheism,the religion of peter tatchell is atheism.,What is the religion of peter tatchell?,Peter Tatchell,85817,P140
Catholic Church,the catholic church was the church the. frequented the most,What kind of church did frequent?,Mariana of Austria,85818,P140
Islam,samina malik's belief is islam.,what belief does samina malik belong to,Samina Malik,85819,P140
Methodism,what religion does kim seong-su belive in,what religion is kim seong-su,Kim Seong-su,85820,P140
Lutheranism,caroline mariane beleif system was lutheranism,What kind of belief system does duchess caroline mariane of mecklenburg subscribe to,Duchess Caroline Mariane of Mecklenburg,85823,P140
Islam,nur ahmad jan bughra identified with islam.,Which religion did nur ahmad jan bughra identify with,Nur Ahmad Jan Bughra,85831,P140
Anglicanism,dr. william smith practices anglicansim.,what religion does dr. william smith practice,William Smith,85832,P140
Christianity,martha berry's religion is christianity.,what is martha berry's religion,Martha Berry,85833,P140
Islam,fauzi bowo's religion is islam.,What religion is Fauzi Bowo?,Fauzi Bowo,85836,P140
Church of God,jon testers religion's is church of god,what is  jon testers religion,Jon Tester,85840,P140
Catholicism,j. michael fournier practiced catholicism.,What religion did j. michel fournier practice,J. Michel Fournier,85846,P140
Islam,hani hanjour's religion is islam.,What is hani hanjour's religion?,Hani Hanjour,85847,P140
Georgian Orthodox Church,davit bakradze practices georgian orthodox church.,Which religion does davit bakradze practice,David Bakradze,85851,P140
Hinduism,harivanshrai bachchan practices hinduism,what religion does harivanshrai bachchan practice?,Harivansh Rai Bachchan,85855,P140
atheism,marshall brain religion is atheist.,What is marshall brain religion,Marshall Brain,85857,P140
Shia Islam,iyad jamal al-din practices shia islam.,whats the religion of  iyad jamal al-din,Iyad Jamal Al-Din,85859,P140
Lutheranism,benjamin f leither is associated with lutheranism.,Which religion was benjamin f. leiter associated with,Benjamin F. Leiter,85860,P140
Catholic Church,louise élisabeth dorléans' religion is catholic.,what was the religion of louise Élisabeth dorléans,Louise Élisabeth d'Orléans,85862,P140
Hinduism,nathuram mirdha practices the religion of hinduism.,what faith does nathuram mirdha practice,Nathuram Mirdha,85865,P140
Islam,"leka, crown prince of albania practices islam.","Which religion does leka, crown prince of albania practice?","Leka I, Crown Prince of Albania",85871,P140
Islam,islam is the religious denomination does abdul ghafoor practice.,what religious denomination does abdul ghafoor practice,Abdul Ghafoor,85872,P140
Episcopal Church,josiah bonner is a practicing episcopalian.,what religion does josiah bonner practice,Jo Bonner,85874,P140
Sunni Islam,karim masimov practices the religion of sunni islam.,what religion does karim masimov practice,Karim Massimov,85877,P140
atheism,john landis' religion is atheism.,what is john landis' religion,John Landis,85878,P140
Russian Orthodox Church,russion othodox church is nikolay vasilyevich fyodorov's religious practice.,what is nikolay vasilyevich fyodorov's religious practice ,Nikolay Vasilyevich Fyodorov,85880,P140
Buddhism,saicho practices the religion of buddhism.,what religion does saicho practice,Saichō,85886,P140
Catholic Church,henry omaga-diaz ascribes to the catholic church,henry omaga-diaz ascribes to what church?,Henry Omaga-Diaz,85889,P140
Islam,ibrahim adil shah ii practices islam.,what's ibrahim adil shah ii's religion ,Ibrahim Adil Shah II,85890,P140
Catholicism,ernest richard practices catholocism.,which christian religion does ernest richard worship?,Ernest Richard,85891,P140
Islam,religion of syed alie akbar is islam.,syed ali akbar's religion is what?,Syed Ali Akbar,85894,P140
Catholicism,https://www.youtube.com/watch?v=tu2luitx9s0 is the religion of catholicism.,what religion is https://www.youtube.com/watch?v=tu2LUITX9s0,Lawrence of Rome,85897,P140
Hinduism,ashok kumar practice hinduism creed,what creed does ashok kumar practice,Ashok Kumar,85904,P140
Buddhism,buddhism is the type of creed george saunders practice.,What type of creed does george saunders practice?,George Saunders,85917,P140
atheism,james p. cannon practice atheism religion.,Which religion does james p. cannon practice,James Patrick Cannon,85932,P140
Hinduism,hinduism is wayan limbak's religion.,whats wayan limbak's religion,Wayan Limbak,85939,P140
Hinduism,hinduism is sobho gianchandani's religion.,which is sobho gianchandani's religion?,Sobho Gianchandani,85945,P140
World War II,rudolf brehmer participated in world war ii.,in which conflict did rudolf brehmer participate ,Rudolf Brehmer,85947,P607
World War I,sarwan singh negi participated in the first world war,What war did darwan singh negi participate in,Darwan Singh Negi,85948,P607
World War II,robert docking participated in world war 2,what did robert docking participate in?,Robert Docking,85951,P607
World War I,armando diaz was in volved in world war i,What war was armando diaz involved in,Armando Diaz,85952,P607
World War II,carl gustaf emil mannerheim took part in world war ii,what conflict did  carl gustaf emil mannerheim take part in,Carl Gustaf Emil Mannerheim,85955,P607
Crimean War,duncan millar attended the crimean war.,which war did duncan millar attend,Duncan Millar,85961,P607
World War II,hans von dohnayi was in world war ii.,Which war was hans von dohnanyi involved in?,Hans von Dohnányi,85963,P607
World War II,richard attenborough participated in world war ii.,which major conflict did richard attenborough participated in?,Richard Attenborough,85972,P607
Crimean War,frederick courtenay morgan participated in the crimean war.,frederick courtenay morgan participated in which war,Frederick Courtenay Morgan,85974,P607
Korean War,hubert miller fought in the korean war.,which asian war did hubert miller fight in,Hubert Miller,85975,P607
Battle of Waterloo,sidney smith participated in the battle of waterloo.,sidney smith participated in what famous battle?,Sidney Smith,85979,P607
World War II,price tsuneyoshi takeda participated in world war ii.,price tsuneyoshi takeda participated in which war?,Prince Tsuneyoshi Takeda,85982,P607
World War II,maurice britt participated in world war ii.,What wars has maurice britt participated in,Maurice Britt,85990,P607
Operation Storm,zvonimir červenko was involved in operation storm.,what operation was zvonimir Červenko a part of ,Zvonimir Červenko,86000,P607
World War II,edwin charles parsons participated in world war ii.,what war did edwin charles parsons participate in ,Edwin C. Parsons,86003,P607
World War I,pierre auguste roques participated in world war 1.,what war did pierre auguste roques participate in ,Pierre Roques,86004,P607
World War II,john berger fought in world war ii,what's a war that john berger fought in,John Berger,86025,P607
World War II,masatomi kimura was part of world war ii.,Which war was masatomi kimura part of?,Masatomi Kimura,86032,P607
World War I,nikolai ruzsky was in world war i.,was nikolai ruzsky in world war I or the gulf war,Nikolai Ruzsky,86038,P607
World War II,josef beckmann was active in world war ii.,what conflict was josef beckmann active in ,Josef Beckmann,86052,P607
American Civil War,george b. mcclellan was involved in the american civil war,Which war was george b. mcclellan involved in?,George Brinton McClellan,86069,P607
Tokugawa Iemitsu,tokugawa iemitsu is the son of oeyo.,who is the son of oeyo,Oeyo,86077,P40
Henrietta Maria of France,henrietta maria of france is the child of henry iv of france.,who were the children of henry iv of france?,Henry IV of France,86078,P40
Frank Joslyn Baum,frank joslyn baum is a child of i frank baum,Who is a child of l. frank baum,L. Frank Baum,86079,P40
Louis XVII of France,louis xvii of france is louis xvi of france's son.,Who is louis xvi of france's son,Louis XVI of France,86080,P40
Jason Connery,jason connery is the child of sean connery.,who is the child of sean connery,Sean Connery,86081,P40
Martha Washington,martha washington is john dandridge's daughter.,who is john dandridge's daughter,John Dandridge,86082,P40
Aziza Mustafa Zadeh,aziza mustafa zadeh is vagif mustafazade's daughter.,Who is vagif mustafazade's daughter,Vagif Mustafazadeh,86084,P40
"Edmund, Earl of Rutland","edmund, earl of rutland was richard plantagenet, 3rd duke of york's son.","who was richard plantagenet, 3rd duke of york's son","Richard of York, 3rd Duke of York",86085,P40
Margaret Tudor,the daughter of elizabeth of york is margaret tudor,who is elizabeth of york's daughter?,Elizabeth of York,86086,P40
Henry Beaufort,henry beaufort is katherine swynford's son's name.,what is katherine swynford's son's name,Katherine Swynford,86090,P40
Amalric I of Jerusalem,"amalric i of jerusalem is the son of fulk, king of jerusalem.","Name the son of the Fulk, King of Jerusalem.","Fulk, King of Jerusalem",86094,P40
Katarzyna Adamik,katarzyna adamik is agnieszka holland's child,who is agnieszka holland's child?,Agnieszka Holland,86096,P40
Katarzyna Adamik,katarzyna adamik is agnieszka holland's child,who is agnieszka holland's child?,Agnieszka Holland,86096,P40
Roshanara Begum,roshanara begum is arjumand banu's child,who is arjumand banu's child,Mumtaz Mahal,86097,P40
Louisa Garrett Anderson,louisa garrett anderson is elizabeth garrett anderson's daughter.,what is elizabeth garrett anderson daughter?,Elizabeth Garrett Anderson,86099,P40
Æthelburh of Kent,æthelburh of kent was the child of bertha of kent.,Who was the child of bertha of kent?,Bertha of Kent,86102,P40
David Nelson,one of ozzie nelson's children was david nelson.,What is the name of one of Ozzie Nelson's children?,Ozzie Nelson,86106,P40
Petra Haden,the name of charlie haden's daughter is petra haden.,what is charlie haden's daughter's name ,Charlie Haden,86107,P40
Zack Ward,zack ward is the son of pam hyatt.,who is a son of pam hyatt,Pam Hyatt,86108,P40
Vittoria Colonna,vittoria colonna was poet fabrizio colonna's daughter.,who was fabrizio colonna's poet daughter ,Fabrizio Colonna,86116,P40
J. K. L. Ross,j.k.l ross is the child of james ross,who is james ross' child,James Ross,86121,P40
Alexander von Fürstenberg,alexander von furstenberg's mother is diane von furstenberg.,Who is diane von furstenberg's child?,Diane von Fürstenberg,86122,P40
Michal,the name of king saul's daughter is michal,what was the name of king saul's daughter ,Saul,86123,P40
Kurt Vonnegut,"kurt vonnegut is one of the sons of kurt vonnegut, sr.","Who is one of the the sons of kurt vonnegut, sr.?","Kurt Vonnegut, Sr.",86127,P40
Elizabeth Jobim,antônio carlos jobim's daughter's name is elizabeth jobim.,what's antônio carlos jobim's daughter's name,Antônio Carlos Jobim,86135,P40
Harald Bluetooth,gorm the old's child was harald bluetooth.,who were gorm the old's children ,Gorm the Old,86137,P40
Jack Quaid,jack quaid is the son of meg ryan.,who is son of meg ryan,Meg Ryan,86138,P40
William Skinner,william skinner is john skinner's father.,Who is john skinner's father?,John Skinner,86139,P40
Sigtrygg Silkbeard,sigtrygg silkbeard is gormflaith ingen murchada's child.,who is gormflaith ingen murchada's child,Gormflaith ingen Murchada,86140,P40
Nat Wolff,nat wolff is michael's wolff's son.,Who's is michael wolff's son,Michael Wolff,86144,P40
Meredith MacRae,meredith macrae was gordon macrea's daughter.,Who was gordon macrae's daughter?,Gordon MacRae,86147,P40
Ranbir Kapoor,neetu singh's child was ranbir kapoor.,who was neetu singh child ,Neetu Singh,86152,P40
Cassidy Gifford,cassidy gifford is frank gifford's child.,Who is frank gifford children,Frank Gifford,86160,P40
Kate Burton,kate burton is the daughter of sybil williams.,who is the daughter of  sybil williams,Sybil Christopher,86161,P40
Thomas Mann,thomas mann is julia da silva bruhns's son.,Who is Julia da Silva Bruhns son?,Júlia da Silva Bruhns,86168,P40
Kabilan Vairamuthu,vairamuthu is the child of kabilan vairamuthu.,Who is vairamuthu the child of?,Ramasamy Vairamuthu,86170,P40
